course_id,room_id,day,session,assigned
7,3,2,20,0.0
7,20,0,18,1.0
7,20,0,19,1.0
7,20,0,20,1.0
7,20,2,18,1.0
7,20,2,19,1.0
7,20,2,20,1.0
7,26,0,18,0.0
7,26,0,19,0.0
7,26,0,20,0.0
7,26,2,18,0.0
7,26,2,19,0.0
7,26,2,20,0.0
7,43,0,18,0.0
7,43,0,19,0.0
7,43,0,20,0.0
7,43,2,18,0.0
7,43,2,19,0.0
7,43,2,20,0.0
8,0,0,12,0.0
8,0,0,13,0.0
8,0,2,12,0.0
8,0,2,13,0.0
8,1,0,12,1.0
8,1,0,13,1.0
8,1,2,12,1.0
8,1,2,13,1.0
9,0,1,6,1.0
9,0,1,7,1.0
9,0,1,8,1.0
9,0,4,6,1.0
9,0,4,7,1.0
9,0,4,8,1.0
9,1,1,6,0.0
9,1,1,7,0.0
9,1,1,8,0.0
9,1,4,6,0.0
9,1,4,7,0.0
9,1,4,8,0.0
9,2,1,6,0.0
9,2,1,7,0.0
9,2,1,8,0.0
9,2,4,6,0.0
9,2,4,7,0.0
9,2,4,8,0.0
9,3,1,6,0.0
9,3,1,7,0.0
9,3,1,8,0.0
9,3,4,6,0.0
9,3,4,7,0.0
9,3,4,8,0.0
9,20,1,6,0.0
9,20,1,7,0.0
9,20,1,8,0.0
9,20,4,6,0.0
9,20,4,7,0.0
9,20,4,8,0.0
9,26,1,6,0.0
9,26,1,7,0.0
9,26,1,8,0.0
9,26,4,6,0.0
9,26,4,7,0.0
9,26,4,8,0.0
9,43,1,6,0.0
9,43,1,7,0.0
9,43,1,8,0.0
9,43,4,6,0.0
9,43,4,7,0.0
9,43,4,8,0.0
10,0,1,6,0.0
10,0,1,7,0.0
10,0,1,8,0.0
10,0,4,6,0.0
10,0,4,7,0.0
10,0,4,8,0.0
10,1,1,6,0.0
10,1,1,7,0.0
10,1,1,8,0.0
10,1,4,6,0.0
10,1,4,7,0.0
10,1,4,8,0.0
10,2,1,6,0.0
10,2,1,7,0.0
10,2,1,8,0.0
10,2,4,6,0.0
10,2,4,7,0.0
10,2,4,8,0.0
10,3,1,6,0.0
10,3,1,7,0.0
10,3,1,8,0.0
10,3,4,6,0.0
10,3,4,7,0.0
10,3,4,8,0.0
10,4,1,6,0.0
10,4,1,7,0.0
10,4,1,8,0.0
10,4,4,6,0.0
10,4,4,7,0.0
10,4,4,8,0.0
10,6,1,6,0.0
10,6,1,7,0.0
10,6,1,8,0.0
10,6,4,6,0.0
10,6,4,7,0.0
10,6,4,8,0.0
10,7,1,6,0.0
10,7,1,7,0.0
10,7,1,8,0.0
10,7,4,6,0.0
10,7,4,7,0.0
10,7,4,8,0.0
10,8,1,6,0.0
10,8,1,7,0.0
10,8,1,8,0.0
10,8,4,6,0.0
10,8,4,7,0.0
10,8,4,8,0.0
10,9,1,6,0.0
10,9,1,7,0.0
10,9,1,8,0.0
10,9,4,6,0.0
10,9,4,7,0.0
10,9,4,8,0.0
10,10,1,6,0.0
10,10,1,7,0.0
10,10,1,8,0.0
10,10,4,6,0.0
10,10,4,7,0.0
10,10,4,8,0.0
10,11,1,6,1.0
10,11,1,7,1.0
10,11,1,8,1.0
10,11,4,6,1.0
10,11,4,7,1.0
10,11,4,8,1.0
10,20,1,6,0.0
10,20,1,7,0.0
10,20,1,8,0.0
10,20,4,6,0.0
10,20,4,7,0.0
10,20,4,8,0.0
10,26,1,6,0.0
10,26,1,7,0.0
10,26,1,8,0.0
10,26,4,6,0.0
10,26,4,7,0.0
10,26,4,8,0.0
10,42,1,6,0.0
10,42,1,7,0.0
10,42,1,8,0.0
10,42,4,6,0.0
10,42,4,7,0.0
10,42,4,8,0.0
10,43,1,6,0.0
10,43,1,7,0.0
10,43,1,8,0.0
10,43,4,6,0.0
10,43,4,7,0.0
10,43,4,8,0.0
10,44,1,6,0.0
10,44,1,7,0.0
10,44,1,8,0.0
10,44,4,6,0.0
10,44,4,7,0.0
10,44,4,8,0.0
10,48,1,6,0.0
10,48,1,7,0.0
10,48,1,8,0.0
10,48,4,6,0.0
10,48,4,7,0.0
10,48,4,8,0.0
11,0,1,12,1.0
11,0,1,13,1.0
11,0,1,14,1.0
11,0,4,12,1.0
11,0,4,13,1.0
11,0,4,14,1.0
11,1,1,12,0.0
11,1,1,13,0.0
11,1,1,14,0.0
11,1,4,12,0.0
11,1,4,13,0.0
11,1,4,14,0.0
11,2,1,12,0.0
11,2,1,13,0.0
11,2,1,14,0.0
11,2,4,12,0.0
11,2,4,13,0.0
11,2,4,14,0.0
11,20,1,12,0.0
11,20,1,13,0.0
11,20,1,14,0.0
11,20,4,12,0.0
11,20,4,13,0.0
11,20,4,14,0.0
11,26,1,12,0.0
11,26,1,13,0.0
11,26,1,14,0.0
11,26,4,12,0.0
11,26,4,13,0.0
11,26,4,14,0.0
12,0,1,15,0.0
12,0,1,16,0.0
12,0,1,17,0.0
12,0,4,15,0.0
12,0,4,16,0.0
12,0,4,17,0.0
12,1,1,15,0.0
12,1,1,16,0.0
12,1,1,17,0.0
12,1,4,15,0.0
12,1,4,16,0.0
12,1,4,17,0.0
12,2,1,15,1.0
12,2,1,16,1.0
12,2,1,17,1.0
12,2,4,15,1.0
12,2,4,16,1.0
12,2,4,17,1.0
12,20,1,15,0.0
12,20,1,16,0.0
12,20,1,17,0.0
12,20,4,15,0.0
12,20,4,16,0.0
12,20,4,17,0.0
12,26,1,15,0.0
12,26,1,16,0.0
12,26,1,17,0.0
12,26,4,15,0.0
12,26,4,16,0.0
12,26,4,17,0.0
13,0,0,14,0.0
13,0,0,15,0.0
13,0,0,16,0.0
13,0,0,17,0.0
13,0,2,14,0.0
13,0,2,15,0.0
13,0,2,16,0.0
13,0,2,17,0.0
13,1,0,14,0.0
13,1,0,15,0.0
13,1,0,16,0.0
13,1,0,17,0.0
13,1,2,14,0.0
13,1,2,15,0.0
13,1,2,16,0.0
13,1,2,17,0.0
13,2,0,14,1.0
13,2,0,15,1.0
13,2,0,16,1.0
13,2,0,17,1.0
13,2,2,14,1.0
13,2,2,15,1.0
13,2,2,16,1.0
13,2,2,17,1.0
14,0,1,3,0.0
14,0,1,4,0.0
14,0,1,5,0.0
14,0,4,3,0.0
14,0,4,4,0.0
14,0,4,5,0.0
14,1,1,3,0.0
14,1,1,4,0.0
14,1,1,5,0.0
14,1,4,3,0.0
14,1,4,4,0.0
14,1,4,5,0.0
14,2,1,3,0.0
14,2,1,4,0.0
14,2,1,5,0.0
14,2,4,3,0.0
14,2,4,4,0.0
14,2,4,5,0.0
14,3,1,3,0.0
14,3,1,4,0.0
14,3,1,5,0.0
14,3,4,3,0.0
14,3,4,4,0.0
14,3,4,5,0.0
14,4,1,3,0.0
14,4,1,4,0.0
14,4,1,5,0.0
14,4,4,3,0.0
14,4,4,4,0.0
14,4,4,5,0.0
14,6,1,3,0.0
14,6,1,4,0.0
14,6,1,5,0.0
14,6,4,3,0.0
14,6,4,4,0.0
14,6,4,5,0.0
14,7,1,3,0.0
14,7,1,4,0.0
14,7,1,5,0.0
14,7,4,3,0.0
14,7,4,4,0.0
14,7,4,5,0.0
14,8,1,3,0.0
14,8,1,4,0.0
14,8,1,5,0.0
14,8,4,3,0.0
14,8,4,4,0.0
14,8,4,5,0.0
14,9,1,3,0.0
14,9,1,4,0.0
14,9,1,5,0.0
14,9,4,3,0.0
14,9,4,4,0.0
14,9,4,5,0.0
14,10,1,3,0.0
14,10,1,4,0.0
14,10,1,5,0.0
14,10,4,3,0.0
14,10,4,4,0.0
14,10,4,5,0.0
14,11,1,3,0.0
14,11,1,4,0.0
14,11,1,5,0.0
14,11,4,3,0.0
14,11,4,4,0.0
14,11,4,5,0.0
14,20,1,3,0.0
14,20,1,4,0.0
14,20,1,5,0.0
14,20,4,3,0.0
14,20,4,4,0.0
14,20,4,5,0.0
14,23,1,3,0.0
14,23,1,4,0.0
14,23,1,5,0.0
14,23,4,3,0.0
14,23,4,4,0.0
14,23,4,5,0.0
14,25,1,3,0.0
14,25,1,4,0.0
14,25,1,5,0.0
14,25,4,3,0.0
14,25,4,4,0.0
14,25,4,5,0.0
14,26,1,3,0.0
14,26,1,4,0.0
14,26,1,5,0.0
14,26,4,3,0.0
14,26,4,4,0.0
14,26,4,5,0.0
14,27,1,3,0.0
14,27,1,4,0.0
14,27,1,5,0.0
14,27,4,3,0.0
14,27,4,4,0.0
14,27,4,5,0.0
14,28,1,3,0.0
14,28,1,4,0.0
14,28,1,5,0.0
14,28,4,3,0.0
14,28,4,4,0.0
14,28,4,5,0.0
14,30,1,3,0.0
14,30,1,4,0.0
14,30,1,5,0.0
14,30,4,3,0.0
14,30,4,4,0.0
14,30,4,5,0.0
14,31,1,3,0.0
14,31,1,4,0.0
14,31,1,5,0.0
14,31,4,3,0.0
14,31,4,4,0.0
14,31,4,5,0.0
14,32,1,3,0.0
14,32,1,4,0.0
14,32,1,5,0.0
14,32,4,3,0.0
14,32,4,4,0.0
14,32,4,5,0.0
14,34,1,3,0.0
14,34,1,4,0.0
14,34,1,5,0.0
14,34,4,3,0.0
14,34,4,4,0.0
14,34,4,5,0.0
14,42,1,3,0.0
14,42,1,4,0.0
14,42,1,5,0.0
14,42,4,3,0.0
14,42,4,4,0.0
14,42,4,5,0.0
14,43,1,3,0.0
14,43,1,4,0.0
14,43,1,5,0.0
14,43,4,3,0.0
14,43,4,4,0.0
14,43,4,5,0.0
14,44,1,3,0.0
14,44,1,4,0.0
14,44,1,5,0.0
14,44,4,3,0.0
14,44,4,4,0.0
14,44,4,5,0.0
14,48,1,3,1.0
14,48,1,4,1.0
14,48,1,5,1.0
14,48,4,3,1.0
14,48,4,4,1.0
14,48,4,5,1.0
15,0,0,18,0.0
15,0,0,19,0.0
15,0,0,20,0.0
15,0,2,18,0.0
15,0,2,19,0.0
15,0,2,20,0.0
15,1,0,18,0.0
15,1,0,19,0.0
15,1,0,20,0.0
15,1,2,18,0.0
15,1,2,19,0.0
15,1,2,20,0.0
15,2,0,18,0.0
15,2,0,19,0.0
15,2,0,20,0.0
15,2,2,18,0.0
15,2,2,19,0.0
15,2,2,20,0.0
15,3,0,18,0.0
15,3,0,19,0.0
15,3,0,20,0.0
15,3,2,18,0.0
15,3,2,19,0.0
15,3,2,20,0.0
15,4,0,18,0.0
15,4,0,19,0.0
15,4,0,20,0.0
15,4,2,18,0.0
15,4,2,19,0.0
15,4,2,20,0.0
15,5,0,18,0.0
15,5,0,19,0.0
15,5,0,20,0.0
15,5,2,18,0.0
15,5,2,19,0.0
15,5,2,20,0.0
15,6,0,18,0.0
15,6,0,19,0.0
15,6,0,20,0.0
15,6,2,18,0.0
15,6,2,19,0.0
15,6,2,20,0.0
15,7,0,18,0.0
15,7,0,19,0.0
15,7,0,20,0.0
15,7,2,18,0.0
15,7,2,19,0.0
15,7,2,20,0.0
15,8,0,18,0.0
15,8,0,19,0.0
15,8,0,20,0.0
15,8,2,18,0.0
15,8,2,19,0.0
15,8,2,20,0.0
15,9,0,18,0.0
15,9,0,19,0.0
15,9,0,20,0.0
15,9,2,18,0.0
15,9,2,19,0.0
15,9,2,20,0.0
15,10,0,18,0.0
15,10,0,19,0.0
15,10,0,20,0.0
15,10,2,18,0.0
15,10,2,19,0.0
15,10,2,20,0.0
15,11,0,18,0.0
15,11,0,19,0.0
15,11,0,20,0.0
15,11,2,18,0.0
15,11,2,19,0.0
15,11,2,20,0.0
15,12,0,18,0.0
15,12,0,19,0.0
15,12,0,20,0.0
15,12,2,18,0.0
15,12,2,19,0.0
15,12,2,20,0.0
15,13,0,18,0.0
15,13,0,19,0.0
15,13,0,20,0.0
15,13,2,18,0.0
15,13,2,19,0.0
15,13,2,20,0.0
15,14,0,18,0.0
15,14,0,19,0.0
15,14,0,20,0.0
15,14,2,18,0.0
15,14,2,19,0.0
15,14,2,20,0.0
15,15,0,18,0.0
15,15,0,19,0.0
15,15,0,20,0.0
15,15,2,18,0.0
15,15,2,19,0.0
15,15,2,20,0.0
15,16,0,18,0.0
15,16,0,19,0.0
15,16,0,20,0.0
15,16,2,18,0.0
15,16,2,19,0.0
15,16,2,20,0.0
15,17,0,18,0.0
15,17,0,19,0.0
15,17,0,20,0.0
15,17,2,18,0.0
15,17,2,19,0.0
15,17,2,20,0.0
15,18,0,18,0.0
15,18,0,19,0.0
15,18,0,20,0.0
15,18,2,18,0.0
15,18,2,19,0.0
15,18,2,20,0.0
15,19,0,18,0.0
15,19,0,19,0.0
15,19,0,20,0.0
15,19,2,18,0.0
15,19,2,19,0.0
15,19,2,20,0.0
15,20,0,18,1.0
15,20,0,19,1.0
15,20,0,20,1.0
15,20,2,18,1.0
15,20,2,19,1.0
15,20,2,20,1.0
15,21,0,18,0.0
15,21,0,19,0.0
15,21,0,20,0.0
15,21,2,18,0.0
15,21,2,19,0.0
15,21,2,20,0.0
15,22,0,18,0.0
15,22,0,19,0.0
15,22,0,20,0.0
15,22,2,18,0.0
15,22,2,19,0.0
15,22,2,20,0.0
15,23,0,18,0.0
15,23,0,19,0.0
15,23,0,20,0.0
15,23,2,18,0.0
15,23,2,19,0.0
15,23,2,20,0.0
15,24,0,18,0.0
15,24,0,19,0.0
15,24,0,20,0.0
15,24,2,18,0.0
15,24,2,19,0.0
15,24,2,20,0.0
15,25,0,18,0.0
15,25,0,19,0.0
15,25,0,20,0.0
15,25,2,18,0.0
15,25,2,19,0.0
15,25,2,20,0.0
15,26,0,18,0.0
15,26,0,19,0.0
15,26,0,20,0.0
15,26,2,18,0.0
15,26,2,19,0.0
15,26,2,20,0.0
15,27,0,18,0.0
15,27,0,19,0.0
15,27,0,20,0.0
15,27,2,18,0.0
15,27,2,19,0.0
15,27,2,20,0.0
15,28,0,18,0.0
15,28,0,19,0.0
15,28,0,20,0.0
15,28,2,18,0.0
15,28,2,19,0.0
15,28,2,20,0.0
15,29,0,18,0.0
15,29,0,19,0.0
15,29,0,20,0.0
15,29,2,18,0.0
15,29,2,19,0.0
15,29,2,20,0.0
15,30,0,18,0.0
15,30,0,19,0.0
15,30,0,20,0.0
15,30,2,18,0.0
15,30,2,19,0.0
15,30,2,20,0.0
15,31,0,18,0.0
15,31,0,19,0.0
15,31,0,20,0.0
15,31,2,18,0.0
15,31,2,19,0.0
15,31,2,20,0.0
15,32,0,18,0.0
15,32,0,19,0.0
15,32,0,20,0.0
15,32,2,18,0.0
15,32,2,19,0.0
15,32,2,20,0.0
15,33,0,18,0.0
15,33,0,19,0.0
15,33,0,20,0.0
15,33,2,18,0.0
15,33,2,19,0.0
15,33,2,20,0.0
15,34,0,18,0.0
15,34,0,19,0.0
15,34,0,20,0.0
15,34,2,18,0.0
15,34,2,19,0.0
15,34,2,20,0.0
15,35,0,18,0.0
15,35,0,19,0.0
15,35,0,20,0.0
15,35,2,18,0.0
15,35,2,19,0.0
15,35,2,20,0.0
15,36,0,18,0.0
15,36,0,19,0.0
15,36,0,20,0.0
15,36,2,18,0.0
15,36,2,19,0.0
15,36,2,20,0.0
15,37,0,18,0.0
15,37,0,19,0.0
15,37,0,20,0.0
15,37,2,18,0.0
15,37,2,19,0.0
15,37,2,20,0.0
15,38,0,18,0.0
15,38,0,19,0.0
15,38,0,20,0.0
15,38,2,18,0.0
15,38,2,19,0.0
15,38,2,20,0.0
15,39,0,18,0.0
15,39,0,19,0.0
15,39,0,20,0.0
15,39,2,18,0.0
15,39,2,19,0.0
15,39,2,20,0.0
15,40,0,18,0.0
15,40,0,19,0.0
15,40,0,20,0.0
15,40,2,18,0.0
15,40,2,19,0.0
15,40,2,20,0.0
15,41,0,18,0.0
15,41,0,19,0.0
15,41,0,20,0.0
15,41,2,18,0.0
15,41,2,19,0.0
15,41,2,20,0.0
15,42,0,18,0.0
15,42,0,19,0.0
15,42,0,20,0.0
15,42,2,18,0.0
15,42,2,19,0.0
15,42,2,20,0.0
15,43,0,18,0.0
15,43,0,19,0.0
15,43,0,20,0.0
15,43,2,18,0.0
15,43,2,19,0.0
15,43,2,20,0.0
15,44,0,18,0.0
15,44,0,19,0.0
15,44,0,20,0.0
15,44,2,18,0.0
15,44,2,19,0.0
15,44,2,20,0.0
15,45,0,18,0.0
15,45,0,19,0.0
15,45,0,20,0.0
15,45,2,18,0.0
15,45,2,19,0.0
15,45,2,20,0.0
15,46,0,18,0.0
15,46,0,19,0.0
15,46,0,20,0.0
15,46,2,18,0.0
15,46,2,19,0.0
15,46,2,20,0.0
15,48,0,18,0.0
15,48,0,19,0.0
15,48,0,20,0.0
15,48,2,18,0.0
15,48,2,19,0.0
15,48,2,20,0.0
15,49,0,18,0.0
15,49,0,19,0.0
15,49,0,20,0.0
15,49,2,18,0.0
15,49,2,19,0.0
15,49,2,20,0.0
15,50,0,18,0.0
15,50,0,19,0.0
15,50,0,20,0.0
15,50,2,18,0.0
15,50,2,19,0.0
15,50,2,20,0.0
16,0,1,18,0.0
16,0,1,19,0.0
16,0,1,20,0.0
16,0,4,18,0.0
16,0,4,19,0.0
16,0,4,20,0.0
16,1,1,18,0.0
16,1,1,19,0.0
16,1,1,20,0.0
16,1,4,18,0.0
16,1,4,19,0.0
16,1,4,20,0.0
16,2,1,18,0.0
16,2,1,19,0.0
16,2,1,20,0.0
16,2,4,18,0.0
16,2,4,19,0.0
16,2,4,20,0.0
16,3,1,18,0.0
16,3,1,19,0.0
16,3,1,20,0.0
16,3,4,18,0.0
16,3,4,19,0.0
16,3,4,20,0.0
16,4,1,18,0.0
16,4,1,19,0.0
16,4,1,20,0.0
16,4,4,18,0.0
16,4,4,19,0.0
16,4,4,20,0.0
16,5,1,18,0.0
16,5,1,19,0.0
16,5,1,20,0.0
16,5,4,18,0.0
16,5,4,19,0.0
16,5,4,20,0.0
16,6,1,18,0.0
16,6,1,19,0.0
16,6,1,20,0.0
16,6,4,18,0.0
16,6,4,19,0.0
16,6,4,20,0.0
16,7,1,18,0.0
16,7,1,19,0.0
16,7,1,20,0.0
16,7,4,18,0.0
16,7,4,19,0.0
16,7,4,20,0.0
16,8,1,18,0.0
16,8,1,19,0.0
16,8,1,20,0.0
16,8,4,18,0.0
16,8,4,19,0.0
16,8,4,20,0.0
16,9,1,18,0.0
16,9,1,19,0.0
16,9,1,20,0.0
16,9,4,18,0.0
16,9,4,19,0.0
16,9,4,20,0.0
16,10,1,18,0.0
16,10,1,19,0.0
16,10,1,20,0.0
16,10,4,18,0.0
16,10,4,19,0.0
16,10,4,20,0.0
16,11,1,18,0.0
16,11,1,19,0.0
16,11,1,20,0.0
16,11,4,18,0.0
16,11,4,19,0.0
16,11,4,20,0.0
16,20,1,18,0.0
16,20,1,19,0.0
16,20,1,20,0.0
16,20,4,18,0.0
16,20,4,19,0.0
16,20,4,20,0.0
16,23,1,18,0.0
16,23,1,19,0.0
16,23,1,20,0.0
16,23,4,18,0.0
16,23,4,19,0.0
16,23,4,20,0.0
16,25,1,18,1.0
16,25,1,19,1.0
16,25,1,20,1.0
16,25,4,18,1.0
16,25,4,19,1.0
16,25,4,20,1.0
16,26,1,18,0.0
16,26,1,19,0.0
16,26,1,20,0.0
16,26,4,18,0.0
16,26,4,19,0.0
16,26,4,20,0.0
16,27,1,18,0.0
16,27,1,19,0.0
16,27,1,20,0.0
16,27,4,18,0.0
16,27,4,19,0.0
16,27,4,20,0.0
16,28,1,18,0.0
16,28,1,19,0.0
16,28,1,20,0.0
16,28,4,18,0.0
16,28,4,19,0.0
16,28,4,20,0.0
16,29,1,18,0.0
16,29,1,19,0.0
16,29,1,20,0.0
16,29,4,18,0.0
16,29,4,19,0.0
16,29,4,20,0.0
16,30,1,18,0.0
16,30,1,19,0.0
16,30,1,20,0.0
16,30,4,18,0.0
16,30,4,19,0.0
16,30,4,20,0.0
16,31,1,18,0.0
16,31,1,19,0.0
16,31,1,20,0.0
16,31,4,18,0.0
16,31,4,19,0.0
16,31,4,20,0.0
16,32,1,18,0.0
16,32,1,19,0.0
16,32,1,20,0.0
16,32,4,18,0.0
16,32,4,19,0.0
16,32,4,20,0.0
16,34,1,18,0.0
16,34,1,19,0.0
16,34,1,20,0.0
16,34,4,18,0.0
16,34,4,19,0.0
16,34,4,20,0.0
16,35,1,18,0.0
16,35,1,19,0.0
16,35,1,20,0.0
16,35,4,18,0.0
16,35,4,19,0.0
16,35,4,20,0.0
16,42,1,18,0.0
16,42,1,19,0.0
16,42,1,20,0.0
16,42,4,18,0.0
16,42,4,19,0.0
16,42,4,20,0.0
16,43,1,18,0.0
16,43,1,19,0.0
16,43,1,20,0.0
16,43,4,18,0.0
16,43,4,19,0.0
16,43,4,20,0.0
16,44,1,18,0.0
16,44,1,19,0.0
16,44,1,20,0.0
16,44,4,18,0.0
16,44,4,19,0.0
16,44,4,20,0.0
16,45,1,18,0.0
16,45,1,19,0.0
16,45,1,20,0.0
16,45,4,18,0.0
16,45,4,19,0.0
16,45,4,20,0.0
16,48,1,18,0.0
16,48,1,19,0.0
16,48,1,20,0.0
16,48,4,18,0.0
16,48,4,19,0.0
16,48,4,20,0.0
16,49,1,18,0.0
16,49,1,19,0.0
16,49,1,20,0.0
16,49,4,18,0.0
16,49,4,19,0.0
16,49,4,20,0.0
16,50,1,18,0.0
16,50,1,19,0.0
16,50,1,20,0.0
16,50,4,18,0.0
16,50,4,19,0.0
16,50,4,20,0.0
17,0,0,18,0.0
17,0,0,19,0.0
17,0,0,20,0.0
17,0,2,18,0.0
17,0,2,19,0.0
17,0,2,20,0.0
17,1,0,18,0.0
17,1,0,19,0.0
17,1,0,20,0.0
17,1,2,18,0.0
17,1,2,19,0.0
17,1,2,20,0.0
17,2,0,18,0.0
17,2,0,19,0.0
17,2,0,20,0.0
17,2,2,18,0.0
17,2,2,19,0.0
17,2,2,20,0.0
17,3,0,18,0.0
17,3,0,19,0.0
17,3,0,20,0.0
17,3,2,18,0.0
17,3,2,19,0.0
17,3,2,20,0.0
